account_id,customer,industry,regime_state,previous_mrr,current_mrr
17553,Account 017553,Consulting,growth,846.7560193000,1165.3459100000
17554,Account 017554,Logistics,stable,488.0493888000,422.3526957000
17555,Account 017555,Energy,growth,86.9722407700,124.6767183000
17556,Account 017556,Logistics,growth,50.0000000000,69.4599813700
17557,Account 017557,SaaS,growth,63.1376046000,60.9914243000
17558,Account 017558,Health,stable,109.8171247000,91.1416938500
17559,Account 017559,Energy,growth,3731.0931350000,4909.6900230000
17560,Account 017560,SaaS,decline,325.8140909000,424.8732677000
17561,Account 017561,Health,stable,147.7536146000,187.9928728000
17562,Account 017562,Consulting,stable,71.6655513200,72.2751739900
17563,Account 017563,Media,stable,566.0012161000,697.7610403000
17564,Account 017564,Media,growth,55.3617140000,61.6039287900
17565,Account 017565,Media,decline,56.1786523600,58.5217714100
17566,Account 017566,Consulting,stable,51.2796536100,50.0000000000
17567,Account 017567,Health,stable,76.4690263800,63.7748290200
17568,Account 017568,Logistics,decline,64.9103171400,71.6265407500
17569,Account 017569,Retail,decline,554.4327354000,449.4058329000
17570,Account 017570,Energy,stable,92.3528771800,80.2397095400
17571,Account 017571,Manufacturing,stable,50.0000000000,60.3467891200
17572,Account 017572,Media,decline,242.5083671000,145.5934911000
17573,Account 017573,Energy,growth,227.8524788000,314.1365794000
17574,Account 017574,Health,stable,52.2905053500,51.5311342200
17575,Account 017575,EdTech,growth,55.8097773000,58.5623572600
17576,Account 017576,SaaS,decline,197.1901481000,109.9914722000
17577,Account 017577,Consulting,stable,429.4790151000,483.1225119000
17578,Account 017578,Logistics,growth,50.0000000000,66.9374605900
17579,Account 017579,Fintech,growth,71.0717014700,61.1984712400
17580,Account 017580,EdTech,growth,62.7514690600,79.9815252400
17581,Account 017581,EdTech,decline,283.4590865000,279.4420724000
17582,Account 017582,Consulting,growth,63.6791990000,58.1829932700
17583,Account 017583,Health,stable,230.9026564000,318.8156272000
17584,Account 017584,Health,growth,53.1348097800,72.4410154300
17585,Account 017585,Fintech,growth,62.2187634500,82.0154080900
17586,Account 017586,Retail,stable,217.5681196000,174.8211493000
17587,Account 017587,Consulting,stable,50.0000000000,50.1201541800
17588,Account 017588,Fintech,stable,95.5501804000,125.8211330000
17589,Account 017589,SaaS,growth,135.1348385000,183.0991662000
17590,Account 017590,Health,growth,88.3395563100,103.3366175000
17591,Account 017591,Energy,growth,244.9169911000,313.1733864000
17592,Account 017592,Manufacturing,growth,63.0758294700,91.7415347000
17593,Account 017593,Logistics,decline,53.2684348400,57.1479935400
17594,Account 017594,Fintech,growth,77.8928031800,87.4849256200
17595,Account 017595,Fintech,stable,57.2002325300,50.5806480200
17596,Account 017596,Fintech,decline,84.1488929000,96.5747590200
17597,Account 017597,Logistics,growth,698.2473122000,763.4434720000
17598,Account 017598,SaaS,stable,371.0706189000,373.6182197000
17599,Account 017599,EdTech,decline,100.4607589000,123.8867262000
17600,Account 017600,Health,growth,213.2934268000,336.7446431000
17601,Account 017601,SaaS,decline,160.6065827000,154.7402224000
17602,Account 017602,Consulting,stable,53.0722805900,67.1244772400
17603,Account 017603,Media,growth,57.6345988500,50.0000000000
17604,Account 017604,SaaS,growth,222.8329734000,156.5192738000
17605,Account 017605,Manufacturing,stable,70.8945974000,73.4862810300
17606,Account 017606,SaaS,stable,54.4776523600,63.9019821300
17607,Account 017607,Energy,growth,86.7709062200,67.0305846400
17608,Account 017608,Retail,decline,64.1224474800,75.8721330700
17609,Account 017609,Fintech,growth,140.2197000000,168.6771223000
17610,Account 017610,Media,stable,77.5384636400,83.9672756800
17611,Account 017611,SaaS,stable,211.4753723000,248.4906005000
17612,Account 017612,Media,growth,651.0288836000,752.1430871000
17613,Account 017613,Energy,decline,198.0044107000,211.5207675000
17614,Account 017614,Health,growth,472.3699623000,656.0908557000
17615,Account 017615,Consulting,stable,52.9324543700,50.0000000000
17616,Account 017616,Fintech,growth,50.0000000000,63.9423580100
17617,Account 017617,Health,growth,593.9323551000,687.9283058000
17618,Account 017618,Energy,decline,54.6662022000,50.1506492400
17619,Account 017619,Logistics,stable,712.2454070000,866.0765901000
17620,Account 017620,EdTech,stable,57.6712375500,55.8897382100
17621,Account 017621,Logistics,growth,133.4127894000,167.6450300000
17622,Account 017622,Media,stable,272.8135433000,278.2103355000
17623,Account 017623,Health,growth,93.8948470200,121.3779352000
17624,Account 017624,Retail,stable,66.4639793200,62.9266841800
17625,Account 017625,SaaS,stable,83.8249245400,97.3545130400
17626,Account 017626,Retail,stable,57.7062982100,52.9368834200
17627,Account 017627,Logistics,growth,50.0000000000,59.3755089400
17628,Account 017628,Energy,growth,142.1871276000,159.4388343000
17629,Account 017629,Energy,growth,210.7670263000,248.9526117000
17630,Account 017630,EdTech,growth,311.7513734000,426.8663787000
17631,Account 017631,Health,decline,148.0150915000,165.9131759000
17632,Account 017632,Manufacturing,growth,734.3706086000,813.5095264000
17633,Account 017633,Media,growth,210.7091765000,244.2475956000
17634,Account 017634,Manufacturing,stable,50.0000000000,64.8876850500
17635,Account 017635,EdTech,growth,50.0000000000,65.7025405800
17636,Account 017636,Fintech,stable,50.0000000000,55.8628814100
17637,Account 017637,Retail,decline,50.9755445300,50.2006656400
17638,Account 017638,Energy,stable,58.8139337300,63.2496511800
17639,Account 017639,Media,stable,58.7340703700,50.0000000000
17640,Account 017640,Consulting,growth,73.6456034000,50.0000000000
17641,Account 017641,Fintech,decline,205.4468027000,210.4361045000
17642,Account 017642,SaaS,stable,50.0000000000,53.0421823100
17643,Account 017643,SaaS,stable,542.1429881000,696.5448993000
17644,Account 017644,SaaS,stable,1196.6127360000,1235.5401220000
17645,Account 017645,Manufacturing,decline,172.3321509000,178.5783306000
17646,Account 017646,EdTech,stable,50.0000000000,67.9196937000
17647,Account 017647,Media,growth,233.7074718000,292.5578377000
17648,Account 017648,EdTech,stable,69.8738557000,50.6016060400
17649,Account 017649,Energy,decline,188.5439189000,191.6255076000
17650,Account 017650,SaaS,decline,95.8510724600,101.4737281000
17651,Account 017651,Energy,growth,73.0992716100,56.1813450200
17652,Account 017652,Health,stable,87.9584563200,113.7049969000
17653,Account 017653,Consulting,stable,174.3168252000,219.8193299000
17654,Account 017654,Media,stable,50.0000000000,57.8285201500
17655,Account 017655,Fintech,decline,76.1091087600,70.5219384700
17656,Account 017656,Retail,growth,82.2612832400,101.0877700000
17657,Account 017657,Health,decline,52.9077536700,50.3385635900
17658,Account 017658,EdTech,growth,93.2821554200,107.4973862000
17659,Account 017659,Fintech,decline,478.2136073000,622.5554764000
17660,Account 017660,Media,growth,50.8700791900,50.6797288200
17661,Account 017661,Manufacturing,stable,50.0000000000,50.7156985700
17662,Account 017662,Energy,growth,1038.1622760000,1117.4248060000
17663,Account 017663,Media,stable,635.1775731000,655.1755843000
17664,Account 017664,Consulting,growth,404.3536973000,522.4018542000
17665,Account 017665,Consulting,growth,106.8142262000,119.5962582000
17666,Account 017666,Fintech,decline,61.3708088600,58.0232922400
17667,Account 017667,Retail,stable,104.8799006000,129.1190567000
17668,Account 017668,Retail,stable,230.6750158000,234.6205036000
17669,Account 017669,Logistics,growth,536.5591751000,578.3409374000
17670,Account 017670,Logistics,decline,66.1390916700,80.9805082300
17671,Account 017671,Retail,stable,158.5562709000,147.2696660000
17672,Account 017672,Logistics,stable,123.1085378000,135.3222126000
17673,Account 017673,EdTech,stable,113.1373834000,133.2936284000
17674,Account 017674,Health,stable,132.3926415000,113.4977978000
17675,Account 017675,Health,decline,129.0579881000,129.0664710000
17676,Account 017676,Health,growth,52.6987134800,56.6153564000
17677,Account 017677,SaaS,decline,141.0071786000,111.4481741000
17678,Account 017678,Media,stable,92.2313551300,117.9623684000
17679,Account 017679,Consulting,growth,100.5288894000,113.1601825000
17680,Account 017680,Consulting,stable,105.6049832000,98.6632062300
17681,Account 017681,Health,stable,50.4764955100,60.6117571800
17682,Account 017682,Fintech,growth,185.9096106000,251.1753150000
17683,Account 017683,SaaS,growth,277.6682321000,371.7721903000
17684,Account 017684,Retail,growth,225.5199075000,278.4275936000
17685,Account 017685,SaaS,stable,379.1182478000,477.4282247000
17686,Account 017686,EdTech,stable,189.4215122000,210.2590700000
17687,Account 017687,Manufacturing,decline,67.8571155000,50.0000000000
17688,Account 017688,Manufacturing,stable,343.7243075000,369.5630584000
17689,Account 017689,Manufacturing,growth,613.2864067000,746.4258906000
17690,Account 017690,Media,stable,50.0000000000,50.7028693100
17691,Account 017691,SaaS,growth,818.4249737000,977.7502888000
17692,Account 017692,Health,stable,510.2287426000,579.3771869000
17693,Account 017693,Consulting,growth,50.0000000000,135.3449944000
17694,Account 017694,Consulting,stable,66.1590197300,71.3681966800
17695,Account 017695,Energy,stable,60.5233832900,62.6848660100
17696,Account 017696,Consulting,stable,52.5453461700,50.0000000000
17697,Account 017697,Fintech,growth,383.3685193000,434.8270314000
17698,Account 017698,Logistics,growth,65.2948647300,50.0000000000
17699,Account 017699,Media,growth,211.6657545000,276.5838458000
17700,Account 017700,Media,growth,137.0528634000,143.0026769000
17701,Account 017701,Retail,stable,50.0000000000,50.0000000000
17702,Account 017702,Fintech,growth,103.5103705000,84.7042554100
17703,Account 017703,Fintech,growth,143.3448038000,148.1498116000
17704,Account 017704,Retail,stable,161.2710453000,204.9286277000
17705,Account 017705,Retail,growth,84.9390408000,88.4467070900
17706,Account 017706,Consulting,decline,50.0000000000,50.0000000000
17707,Account 017707,Fintech,stable,64.2373644700,65.8013826200
17708,Account 017708,Media,growth,116.5111401000,98.8759771200
17709,Account 017709,Fintech,decline,250.8214682000,239.3788695000
17710,Account 017710,Manufacturing,decline,702.2745157000,798.2704250000
17711,Account 017711,EdTech,growth,431.1531296000,603.5403305000
17712,Account 017712,Media,stable,265.6336356000,193.6851095000
17713,Account 017713,Media,decline,78.9020733100,50.0000000000
17714,Account 017714,Logistics,stable,97.5151239800,117.2533414000
17715,Account 017715,Health,stable,129.4467241000,152.6645071000
17716,Account 017716,Consulting,stable,100.0980599000,50.0000000000
17717,Account 017717,EdTech,stable,211.7404101000,213.1482111000
17718,Account 017718,Consulting,stable,548.2343227000,770.2573170000
17719,Account 017719,Health,stable,68.5964571800,81.1990329200
17720,Account 017720,Media,growth,587.1468480000,675.2319235000
17721,Account 017721,Retail,stable,50.0000000000,50.0084993300
17722,Account 017722,Consulting,growth,271.2346418000,279.6425929000
17723,Account 017723,Fintech,stable,248.3779761000,250.9571319000
17724,Account 017724,Health,growth,86.4569027400,95.0360399300
17725,Account 017725,EdTech,stable,1447.9788740000,2186.6168830000
17726,Account 017726,SaaS,stable,74.0752107700,72.6970729400
17727,Account 017727,Retail,stable,52.1409926800,65.1351204900
17728,Account 017728,Logistics,stable,254.1605232000,294.4157456000
17729,Account 017729,EdTech,stable,79.8451448200,85.0799674300
17730,Account 017730,SaaS,stable,69.5063126600,53.1132266400
17731,Account 017731,Health,decline,52.9388778400,50.0000000000
17732,Account 017732,Logistics,stable,134.5336339000,185.6566535000
17733,Account 017733,Logistics,stable,92.2737853400,50.0000000000
17734,Account 017734,Fintech,stable,227.6375494000,278.5077438000
17735,Account 017735,Energy,stable,90.4030644600,64.1164573100
17736,Account 017736,Consulting,stable,453.5424144000,513.6692019000
17737,Account 017737,SaaS,stable,113.3808782000,69.1939493500
17738,Account 017738,Consulting,decline,79.4962820800,73.5849510900
17739,Account 017739,Logistics,growth,133.1782517000,202.5867287000
17740,Account 017740,Logistics,decline,459.2160612000,425.7805189000
17741,Account 017741,Manufacturing,growth,50.6175370600,63.0387848400
17742,Account 017742,SaaS,stable,162.2900457000,161.5960123000
17743,Account 017743,Energy,stable,200.7697018000,241.9987587000
17744,Account 017744,Consulting,stable,723.1953059000,955.8841249000
17745,Account 017745,Retail,growth,72.1216318300,92.6539474800
17746,Account 017746,SaaS,stable,39736.9265900000,58338.6048200000
17747,Account 017747,Media,stable,58.2888641600,50.0000000000
17748,Account 017748,Consulting,stable,50.0000000000,50.0000000000
17749,Account 017749,EdTech,stable,165.1353075000,245.2727849000
17750,Account 017750,Fintech,stable,114.1483183000,124.5294247000
17751,Account 017751,SaaS,growth,189.4749653000,235.6069118000
17752,Account 017752,Manufacturing,decline,73.3816718200,56.0299782300
17753,Account 017753,SaaS,growth,57.4023115400,50.0000000000
17754,Account 017754,Manufacturing,growth,67.7443971300,50.0000000000
17755,Account 017755,SaaS,growth,236.5467634000,319.5844796000
17756,Account 017756,Media,decline,59.8316352600,74.7233910300
17757,Account 017757,Media,stable,118.9044704000,142.1486565000
17758,Account 017758,Consulting,growth,98.4804815900,118.5682411000
17759,Account 017759,Health,decline,360.6930203000,210.0573316000
17760,Account 017760,Media,stable,97.3711518200,116.5064170000
17761,Account 017761,Logistics,growth,476.4003683000,288.1456338000
17762,Account 017762,Logistics,decline,139.5522195000,184.4191252000
17763,Account 017763,Retail,decline,86.8495766300,50.0000000000
17764,Account 017764,Logistics,stable,129.4591801000,93.7973912900
17765,Account 017765,Retail,decline,50.0000000000,53.4576993100
17766,Account 017766,EdTech,stable,53.3808664900,66.4251762300
17767,Account 017767,SaaS,growth,117.0318148000,131.3063898000
17768,Account 017768,Media,decline,50.0000000000,50.0000000000
17769,Account 017769,Consulting,stable,50.0000000000,50.0000000000
17770,Account 017770,Logistics,stable,187.4926912000,212.7769150000
17771,Account 017771,Health,stable,178.0093764000,234.2049099000
17772,Account 017772,Media,stable,105.5412467000,136.3385162000
17773,Account 017773,Media,decline,503.5679552000,691.6542705000
17774,Account 017774,Manufacturing,growth,954.9993667000,861.2833385000
17775,Account 017775,EdTech,decline,253.1797188000,312.4227586000
17776,Account 017776,Consulting,stable,645.6540114000,705.2855311000
17777,Account 017777,Health,growth,298.8183553000,411.7219873000
17778,Account 017778,EdTech,decline,70.3972938800,57.8189598900
17779,Account 017779,Media,growth,341.6029145000,374.3939181000
17780,Account 017780,Logistics,stable,78.1637414700,81.3375850400
17781,Account 017781,Health,stable,59.4988359600,69.0147663700
17782,Account 017782,EdTech,stable,110.7886111000,72.4136152500
17783,Account 017783,Manufacturing,stable,276.4657537000,369.8018515000
17784,Account 017784,Energy,decline,50.3158055100,57.3889443000
17785,Account 017785,Consulting,stable,657.3556008000,307.4773659000
17786,Account 017786,Manufacturing,growth,111.8652936000,150.3906289000
17787,Account 017787,Media,stable,106.6273093000,113.1409154000
17788,Account 017788,Logistics,growth,104.9942110000,109.5038914000
17789,Account 017789,Retail,growth,147.4781931000,197.6094232000
17790,Account 017790,EdTech,stable,77.5062659300,99.6439412100
17791,Account 017791,Health,growth,50.0000000000,55.0104512000
17792,Account 017792,SaaS,growth,55.6505944400,67.0494845800
17793,Account 017793,Health,stable,107.9566028000,90.7006906000
17794,Account 017794,Fintech,stable,3499.0077060000,4105.3232310000
17795,Account 017795,Health,growth,62.1568467000,52.7121581900
17796,Account 017796,Fintech,growth,54.1783010200,50.0000000000
17797,Account 017797,Health,decline,152.5781350000,189.3349024000
17798,Account 017798,Health,decline,56.1642366100,50.0000000000
17799,Account 017799,Retail,stable,51.0902949000,57.6673695900
17800,Account 017800,EdTech,stable,8809.9894910000,8888.6954790000
17801,Account 017801,Energy,stable,134.5637175000,160.1822434000
17802,Account 017802,SaaS,stable,54.9688677500,61.1125135800
17803,Account 017803,Media,stable,76.3738203600,64.8866490500
17804,Account 017804,Consulting,growth,738.5019899000,987.1671688000
17805,Account 017805,SaaS,stable,189.7074163000,268.8168616000
17806,Account 017806,Consulting,stable,167.9251900000,198.7479990000
17807,Account 017807,SaaS,growth,463.0691385000,586.4760120000
17808,Account 017808,Fintech,stable,57.8416182000,55.5437023000
17809,Account 017809,Consulting,growth,113.9775142000,107.1738593000
17810,Account 017810,Manufacturing,stable,1155.3227950000,1407.2791770000
17811,Account 017811,Energy,growth,50.0000000000,64.3702577500
17812,Account 017812,Retail,growth,382.4065344000,416.7703675000
17813,Account 017813,EdTech,stable,67.5836625600,55.1846171800
17814,Account 017814,Logistics,stable,233.4585307000,307.0253555000
17815,Account 017815,Consulting,decline,50.0000000000,53.5800964900
17816,Account 017816,Manufacturing,stable,116.6830535000,73.9239749300
17817,Account 017817,Retail,stable,189.6011549000,222.9287148000
17818,Account 017818,Fintech,growth,1401.1156130000,1587.3444840000
17819,Account 017819,Retail,stable,199.2093969000,268.1352580000
17820,Account 017820,Manufacturing,decline,87.7923686900,82.3613258200
17821,Account 017821,EdTech,growth,323.8159783000,349.7593396000
17822,Account 017822,Logistics,growth,124.3602160000,115.8615029000
17823,Account 017823,Consulting,decline,50.0000000000,67.5958906100
17824,Account 017824,Fintech,decline,50.0000000000,50.0000000000
17825,Account 017825,Fintech,growth,217.3839580000,273.2136291000
17826,Account 017826,Health,stable,58.8695199400,50.0000000000
17827,Account 017827,Energy,stable,90.2568308000,79.2121684500
17828,Account 017828,EdTech,growth,50.4045634100,62.2354532100
17829,Account 017829,Media,stable,298.5437620000,286.6113659000
17830,Account 017830,Media,stable,74.6267601100,90.7657759500
17831,Account 017831,Manufacturing,growth,75.1080576600,78.1481669200
17832,Account 017832,Manufacturing,stable,50.0000000000,50.0000000000
17833,Account 017833,Energy,stable,93.2465719000,87.0259281000
17834,Account 017834,Health,growth,50.0000000000,50.0000000000
17835,Account 017835,Fintech,growth,50.1580954400,55.4148401900
17836,Account 017836,Media,growth,73.5280045900,105.1925596000
17837,Account 017837,Manufacturing,decline,50.0000000000,50.0000000000
17838,Account 017838,Health,growth,63.9162968600,69.7029508600
17839,Account 017839,SaaS,growth,402.4122147000,414.6172429000
17840,Account 017840,Health,stable,120.1573819000,128.4550370000
17841,Account 017841,Manufacturing,growth,153.0462491000,178.8570137000
17842,Account 017842,Retail,decline,147.3033231000,161.2366755000
17843,Account 017843,SaaS,growth,610.8352491000,307.2488103000
17844,Account 017844,Fintech,stable,448.3249308000,386.6052407000
17845,Account 017845,Manufacturing,stable,54.5417852200,82.4801625600
17846,Account 017846,SaaS,decline,1082.0633560000,1385.6823630000
17847,Account 017847,Manufacturing,growth,429.1624913000,552.0971809000
17848,Account 017848,SaaS,stable,131.5101147000,142.5762201000
17849,Account 017849,SaaS,decline,55.6516893600,53.4533063900
17850,Account 017850,Manufacturing,growth,965.1988153000,447.5857253000
17851,Account 017851,SaaS,growth,3545.7820670000,4429.2716270000
17852,Account 017852,Energy,decline,50.0000000000,53.9081350800
17853,Account 017853,Fintech,growth,164.7890137000,181.3050446000
17854,Account 017854,Energy,growth,63.6592643100,102.7296185000
17855,Account 017855,EdTech,growth,12673.0682800000,12907.8930500000
17856,Account 017856,EdTech,decline,52.6274607800,58.0386206500
17857,Account 017857,Consulting,decline,83.8021012200,77.6173982400
17858,Account 017858,Logistics,stable,61.8875271300,50.0000000000
17859,Account 017859,SaaS,growth,106.2713885000,111.8002326000
17860,Account 017860,Energy,stable,83.1885762400,69.5733801600
17861,Account 017861,SaaS,growth,234.1830397000,80.9886611300
17862,Account 017862,EdTech,growth,271.5608053000,214.4036529000
17863,Account 017863,Logistics,growth,146.4447524000,190.4506588000
17864,Account 017864,SaaS,growth,64.3530626800,69.2045385300
17865,Account 017865,EdTech,stable,73.7429364400,93.0975232300
17866,Account 017866,Retail,stable,65.6499046400,77.7549351300
17867,Account 017867,Logistics,growth,185.8710242000,224.3477607000
17868,Account 017868,Retail,growth,809.4216954000,1135.4606490000
17869,Account 017869,Logistics,stable,255.1037892000,280.2358270000
17870,Account 017870,Fintech,stable,50.0000000000,54.3255992400
17871,Account 017871,Consulting,stable,192.0140358000,214.9468839000
17872,Account 017872,Retail,stable,7011.3375190000,8801.2808230000
17873,Account 017873,SaaS,stable,50.0000000000,50.0000000000
17874,Account 017874,SaaS,stable,50.0000000000,60.9173950400
17875,Account 017875,Health,stable,150.2734758000,159.5963406000
17876,Account 017876,EdTech,decline,74.7660310100,57.3866397000
17877,Account 017877,Retail,growth,112.5346773000,143.5684331000
17878,Account 017878,Fintech,growth,98.9194010100,115.4541573000
17879,Account 017879,SaaS,stable,55.6588069300,54.3369900500
17880,Account 017880,Retail,stable,268.0183568000,312.7702797000
17881,Account 017881,SaaS,stable,71.6665025300,79.7999035600
17882,Account 017882,Consulting,growth,62.4274639100,56.0061169800
17883,Account 017883,Consulting,stable,823.2723236000,963.5350135000
17884,Account 017884,Manufacturing,stable,187.8410686000,237.5447988000
17885,Account 017885,Retail,decline,912.6731451000,1008.6517450000
17886,Account 017886,Health,growth,167.2351035000,257.6631801000
17887,Account 017887,Logistics,stable,59.3134048500,50.0448703800
17888,Account 017888,Consulting,stable,660.6046136000,818.2283359000
17889,Account 017889,EdTech,growth,275.3783149000,278.5688511000
17890,Account 017890,EdTech,stable,151.5826746000,137.5847037000
17891,Account 017891,Logistics,decline,50.0000000000,50.0000000000
17892,Account 017892,Consulting,stable,592.9918017000,665.9531492000
17893,Account 017893,Consulting,growth,225.7817161000,320.0354150000
17894,Account 017894,Consulting,stable,90.9876580900,78.4378205200
17895,Account 017895,Health,stable,50.0000000000,50.4551667200
17896,Account 017896,Logistics,stable,58.7093731900,73.4077412600
17897,Account 017897,Consulting,stable,1018.1618650000,1183.9841860000
17898,Account 017898,EdTech,stable,378.6598532000,174.5784224000
17899,Account 017899,Manufacturing,stable,222.5059818000,62.8166551200
17900,Account 017900,SaaS,stable,147.5562654000,192.0776522000
17901,Account 017901,Energy,decline,50.0000000000,50.0000000000
17902,Account 017902,Health,growth,1317.0026500000,1880.0254230000
17903,Account 017903,SaaS,stable,194.5988380000,237.7704835000
17904,Account 017904,Media,growth,228.9867126000,244.4980406000
17905,Account 017905,Consulting,growth,203.4574425000,241.9735320000
17906,Account 017906,Health,stable,50.0000000000,54.3877097600
17907,Account 017907,EdTech,growth,397.9087184000,389.1737419000
17908,Account 017908,Media,stable,110.4684511000,130.6783155000
17909,Account 017909,Media,growth,55.2336579000,82.3222402100
17910,Account 017910,Energy,stable,54.8339397000,60.0356462000
17911,Account 017911,Energy,growth,101.3775195000,103.3954569000
17912,Account 017912,Media,stable,266.0893669000,330.8417381000
17913,Account 017913,Consulting,stable,706.0195594000,600.3656523000
17914,Account 017914,Energy,growth,111.8441654000,117.3617951000
17915,Account 017915,EdTech,growth,590.9505479000,796.1877669000
17916,Account 017916,Fintech,decline,59.0080218400,50.8572477400
17917,Account 017917,Energy,growth,173.3353930000,235.2799456000
17918,Account 017918,Manufacturing,stable,62.4021056400,79.1290223000
17919,Account 017919,Manufacturing,growth,5725.9786800000,6912.2227650000
17920,Account 017920,Energy,growth,50.0000000000,68.8586036600
17921,Account 017921,SaaS,stable,2151.7898860000,2395.5223760000
17922,Account 017922,Fintech,decline,50.3825670700,50.9833320400
17923,Account 017923,Retail,growth,511.6464505000,691.5528615000
17924,Account 017924,SaaS,growth,50.0000000000,57.1494542800
17925,Account 017925,Health,stable,70.2784721300,80.5719377500
17926,Account 017926,Fintech,growth,83.1524601300,50.0000000000
17927,Account 017927,Retail,stable,247.9791580000,270.9878440000
17928,Account 017928,Logistics,decline,125.9165667000,145.5181744000
17929,Account 017929,Health,decline,146.6536588000,137.3270305000
17930,Account 017930,Energy,stable,125.1885765000,157.2489222000
17931,Account 017931,Manufacturing,growth,144.8494975000,192.5572256000
17932,Account 017932,SaaS,growth,59.2498301000,50.0000000000
17933,Account 017933,Manufacturing,stable,440.7965875000,654.9423390000
17934,Account 017934,Media,decline,71.2712377400,163.3740719000
17935,Account 017935,Health,stable,156.0923897000,98.1691773600
17936,Account 017936,Logistics,growth,202.1543668000,172.1522250000
17937,Account 017937,Consulting,stable,1315.8652320000,1603.8208420000
17938,Account 017938,Retail,decline,293.0858348000,318.3391520000
17939,Account 017939,Media,growth,186.1860413000,212.4914998000
17940,Account 017940,Media,decline,143.8022702000,149.9086275000
17941,Account 017941,Health,growth,64.5989511100,69.1254684000
17942,Account 017942,SaaS,stable,59.8433487700,68.2166987900
17943,Account 017943,Consulting,growth,213.7940586000,214.6607896000
17944,Account 017944,Consulting,growth,225.6870424000,202.1918342000
17945,Account 017945,Manufacturing,stable,927.3509757000,812.8504460000
17946,Account 017946,Consulting,stable,359.5765138000,794.1531088000
17947,Account 017947,Media,growth,50.0000000000,66.1847712000
17948,Account 017948,Retail,growth,146.2312542000,182.1843629000
17949,Account 017949,EdTech,growth,79.7791054700,50.0000000000
17950,Account 017950,Logistics,growth,60.8573349800,69.3110828600
17951,Account 017951,Media,decline,112.9186987000,126.4883527000
17952,Account 017952,Fintech,growth,63.0371754800,63.3668377300
17953,Account 017953,Health,growth,84.0034108000,86.9580316500
17954,Account 017954,Media,stable,54.5986146400,50.0000000000
17955,Account 017955,Energy,growth,55.3338483700,53.4780558300
17956,Account 017956,Media,stable,190.5249879000,247.6411765000
17957,Account 017957,Logistics,growth,712.3416442000,836.6845520000
17958,Account 017958,Consulting,decline,137.6845643000,125.0592228000
17959,Account 017959,Energy,decline,567.7829342000,684.0038098000
17960,Account 017960,SaaS,growth,212.2623595000,197.4981461000
17961,Account 017961,Retail,stable,50.0000000000,50.0000000000
17962,Account 017962,Manufacturing,decline,199.0653912000,150.4456406000
17963,Account 017963,Logistics,stable,99.3703815200,96.4178709800
17964,Account 017964,Media,stable,50.0000000000,60.6724611000
17965,Account 017965,Manufacturing,stable,195.7505526000,199.5793311000
17966,Account 017966,Health,growth,77.9559243600,99.6207904800
17967,Account 017967,Logistics,stable,154.0848409000,184.9213034000
17968,Account 017968,Consulting,stable,66.8607108500,79.3230581700
17969,Account 017969,Health,stable,92.8582179300,100.6689799000
17970,Account 017970,Manufacturing,decline,137.2900811000,149.1481614000
17971,Account 017971,Retail,stable,1024.1764680000,1264.3758770000
17972,Account 017972,Media,stable,68.5786486400,65.6862161800
17973,Account 017973,Manufacturing,growth,391.2946713000,459.2635092000
17974,Account 017974,Media,growth,160.9015726000,181.8058556000
17975,Account 017975,EdTech,stable,56.5138813600,62.3750465300
17976,Account 017976,EdTech,growth,83.8688141900,100.0962535000
17977,Account 017977,Fintech,stable,58.1088110500,68.1885128000
17978,Account 017978,Manufacturing,stable,63.6840473400,65.1456629400
17979,Account 017979,SaaS,growth,76.0005662800,85.6900031400
17980,Account 017980,Media,stable,52.4260953600,68.9134608900
17981,Account 017981,Retail,stable,71.6084814600,50.0000000000
17982,Account 017982,Fintech,growth,185.0915985000,244.6878490000
17983,Account 017983,Media,stable,50.0000000000,62.8653771800
17984,Account 017984,Energy,decline,232.0893118000,285.9001664000
17985,Account 017985,SaaS,stable,71.2919001700,78.2317449900
17986,Account 017986,Manufacturing,stable,96.9893331400,125.4628931000
17987,Account 017987,Logistics,stable,365.9235226000,401.9668003000
17988,Account 017988,Fintech,stable,67.4015325000,75.5403839900
17989,Account 017989,EdTech,growth,265.9963084000,50.0000000000
17990,Account 017990,Health,decline,332.3539348000,363.9432040000
17991,Account 017991,Consulting,growth,77.5111826900,97.7756405200
17992,Account 017992,Retail,decline,90.1331714400,103.3221553000
17993,Account 017993,Consulting,decline,51.1028929700,53.6601800400
17994,Account 017994,Logistics,growth,357.3281986000,509.2208516000
17995,Account 017995,Fintech,growth,497.2177585000,707.3170604000
17996,Account 017996,SaaS,growth,149.3193218000,136.8477325000
17997,Account 017997,SaaS,growth,93.8367349300,100.1309955000
17998,Account 017998,Consulting,stable,82.4416972600,82.3219139600
17999,Account 017999,EdTech,growth,117.8571821000,148.1927577000
18000,Account 018000,Energy,growth,227.9529931000,231.5592607000
18001,Account 018001,Health,stable,1061.1441080000,2961.3201270000
18002,Account 018002,Media,stable,71.1698525400,70.2482649000
18003,Account 018003,Fintech,stable,211.2620512000,252.7905173000
18004,Account 018004,Retail,stable,144.5758715000,176.4861743000
18005,Account 018005,Consulting,growth,196.2103140000,243.8538046000
18006,Account 018006,Energy,growth,129.8501927000,154.5362601000
18007,Account 018007,EdTech,stable,7974.8692960000,8139.9977510000
