account_id,month,company_size,industry,contract_type,discount_pct,regime_state,active_users,usage_growth,feature_adoption_rate,error_rate,tickets_count,ticket_growth,payment_delay_flag,current_mrr,next_month_mrr,previous_month,previous_mrr,previous_active_users,previous_feature_adoption_rate,previous_error_rate,previous_tickets_count,previous_discount_pct,mrr_change,mrr_change_pct,absolute_mrr_change,change_direction,active_users_change,active_users_change_pct,feature_adoption_change,error_rate_change,tickets_change,tickets_change_pct,discount_change,transaction_id,timestamp,transaction_type,amount,reason_code,transaction_count,transaction_ids,transaction_timestamps,transaction_types,transaction_amounts,reason_codes,transaction_amount_total,transaction_reconciliation_diff,positive_transaction_amount,negative_transaction_amount,new_arr_amount,expansion_amount,contraction_amount,churn_amount,sla_credit_amount,refund_amount,usage_overage_amount,new_arr_share,expansion_share,contraction_share,churn_share,sla_credit_share,refund_share,usage_overage_share,largest_transaction_id,largest_transaction_timestamp,largest_transaction_type,largest_transaction_amount,largest_transaction_reason_code,largest_positive_transaction_amount,largest_negative_transaction_amount,primary_transaction_type,primary_reason_code,primary_driver_amount,primary_driver_share,secondary_transaction_type,secondary_reason_code,secondary_driver_amount,secondary_driver_share,change_classification,usage_signal,adoption_signal,reliability_signal,support_signal,payment_signal,usage_growth_driver_flag,feature_adoption_driver_flag,error_rate_driver_flag,ticket_growth_driver_flag,payment_delay_driver_flag,discount_driver_flag,variance_score,variance_rank,material_variance_flag,account_contribution_to_total_change,account_contribution_pct,company_size_mrr_change,company_size_contribution_pct,industry_mrr_change,industry_contribution_pct,contract_type_mrr_change,contract_type_contribution_pct,prior_3m_avg_mrr,prior_3m_avg_change,prior_3m_avg_change_pct,prior_3m_max_change,prior_3m_min_change,change_vs_prior_3m_avg,historical_change_label,churn_flag,churn_reason_code,driver_summary,evidence_summary
ACC-0057,14,SMB,Media,Annual,0.192,stable,27.5178,-0.046149,0.066977,0.010148,2,0,0,1125.34,1125.34,13,1125.34,27.605,0.050912,0.017972,2,0.192,0,0,0,increase,-0.0872,-0.003158848,0.016065,-0.007824,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,positive,stable,stable,stable,True,True,False,False,False,False,0,43,False,0,0,298.1,0.003467141,47893.12,0.5570352257,55608.62,0.6467726512,1323.4833333333,-74.11,-0.0457860701,149.77,-372.1,74.11,normal,False,,No driver activity this period.,0 transactions
ACC-0059,14,SMB,Fintech,Monthly,0.095,stable,11.7869,-0.034726,0.082397,0.011123,2,0,0,1287.22,1287.22,13,1287.22,12.4539,0.071257,0.011595,2,0.095,0,0,0,increase,-0.667,-0.0535575201,0.01114,-0.000472,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,positive,stable,stable,stable,True,True,False,False,False,False,0,44,False,0,0,298.1,0.003467141,-410.31,-0.0047722329,30291.82,0.352318053,1287.22,25.15,0.0207547637,75.45,0,-25.15,normal,False,,No driver activity this period.,0 transactions
ACC-0060,14,Mid-Market,Education,Monthly,0.0488,stable,81.6172,0.028587,0.118869,0.089909,3,0.5,0,26865.5,35554.03,13,26865.5,78.6956,0.121813,0.013452,2,0.0488,0,0,0,increase,2.9216,0.0371253285,-0.002944,0.076457,1,0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,negative,stable,stable,True,False,True,False,False,False,0,45,False,0,0,49691.39,0.5779505417,512.33,0.005958807,30291.82,0.352318053,24905.1333333333,1960.3666666667,0.0934201915,5881.1,0,-1960.3666666667,normal,False,,No driver activity this period.,0 transactions
ACC-0061,14,SMB,Real Estate,Monthly,0.1115,growth,16.5329,0.021527,0.096296,0.011625,2,0,0,739.21,739.21,13,621.31,12.432,0.103023,0.018552,2,0.1115,117.9,0.1897603451,117.9,increase,4.1009,0.3298664736,-0.006727,-0.006927,0,0,0,INV-2026-02-014,2026-02-09T10:00:00,Expansion,117.9,Plan_Upgrade,1,"[""INV-2026-02-014""]","[""2026-02-09T10:00:00""]","[""Expansion""]",[117.9],"[""Plan_Upgrade""]",117.9,0,117.9,0,0,117.9,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-02-014,2026-02-09T10:00:00,Expansion,117.9,Plan_Upgrade,117.9,0,Expansion,Plan_Upgrade,117.9,1,,,0,0,Expansion,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.0680162462,9,False,117.9,0.0013712711,298.1,0.003467141,1568.54,0.0182433726,30291.82,0.352318053,621.31,37.4333333333,0.0735414497,112.3,0,80.4666666667,unusual_increase,False,,Expansion +117.9000,1 transactions; largest INV-2026-02-014 +117.9000 (Plan_Upgrade)
ACC-0063,14,Mid-Market,Retail,Annual,0.0949,stable,181.0428,-0.054689,0.0554,0.013326,1,0,0,21388.16,21388.16,13,21388.16,177.5996,0.059803,0.023809,1,0.0949,0,0,0,increase,3.4432,0.0193874311,-0.004403,-0.010483,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,stable,positive,stable,stable,True,False,False,False,False,False,0,46,False,0,0,49691.39,0.5779505417,0,0,55608.62,0.6467726512,19645.83,2796.6233333333,0.1889198013,5226.99,0,-2796.6233333333,normal,False,,No driver activity this period.,0 transactions
ACC-0065,14,SMB,Energy,Multi-Year,0.0161,stable,11.2744,0.060798,0.105481,0.015893,1,0,0,1244.94,1244.94,13,1244.94,7.0962,0.094496,0.011666,1,0.0161,0,0,0,increase,4.1782,0.5887940024,0.010985,0.004227,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,47,False,0,0,298.1,0.003467141,0,0,78.18,0.0009092958,1342.5,-48.78,-0.0350612386,0,-146.34,48.78,normal,False,,No driver activity this period.,0 transactions
ACC-0067,14,SMB,Technology,Multi-Year,0.0039,stable,5.0243,0.057757,0.052962,0.014362,0,,0,312.97,312.97,13,312.97,1.8929,0.05,0.02,0,0.0039,0,0,0,increase,3.1314,1.6542870727,0.002962,-0.005638,0,,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,48,False,0,0,298.1,0.003467141,8162.72,0.0949389511,78.18,0.0009092958,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0068,14,SMB,Education,Multi-Year,0.1907,stable,19.1322,-0.009044,0.05,0.02,0,,0,1944.53,2534.76,,,,,,,0.1907,0,0,0,increase,,,,,,,,INV-2026-02-015,2026-02-27T10:00:00,New_ARR,1944.53,New_Logo_Signed,1,"[""INV-2026-02-015""]","[""2026-02-27T10:00:00""]","[""New_ARR""]",[1944.53],"[""New_Logo_Signed""]",1944.53,0,1944.53,0,1944.53,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2026-02-015,2026-02-27T10:00:00,New_ARR,1944.53,New_Logo_Signed,1944.53,0,New_ARR,New_Logo_Signed,1944.53,1,,,0,0,New_ARR,stable,unknown,unknown,unknown,stable,False,False,False,False,False,False,0,49,False,0,0,298.1,0.003467141,512.33,0.005958807,78.18,0.0009092958,,,,,,,insufficient_history,False,,"New_ARR +1,944.5300","1 transactions; largest INV-2026-02-015 +1,944.5300 (New_Logo_Signed)"
ACC-0069,14,Mid-Market,Logistics,Monthly,0.0058,stable,87.5011,0.107077,0.077356,0.010929,1,-0.5,0,15505.68,15505.68,13,15505.68,86.8125,0.058156,0.013473,2,0.0058,0,0,0,increase,0.6886,0.0079320374,0.0192,-0.002544,-1,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,50,False,0,0,49691.39,0.5779505417,27904.59,0.324552662,30291.82,0.352318053,12870.0733333333,1317.8033333333,0.1140731071,3953.41,0,-1317.8033333333,normal,False,,No driver activity this period.,0 transactions
ACC-0070,14,Enterprise,Technology,Annual,0.1814,stable,549.3114,-0.001053,0.118533,0.010579,1,0,0,148116.97,148116.97,13,148116.97,545.912,0.119658,0.02387,1,0.1814,0,0,0,increase,3.3994,0.0062270109,-0.001125,-0.013291,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,positive,stable,stable,False,False,False,False,False,False,0,51,False,0,0,35989.13,0.4185823173,8162.72,0.0949389511,55608.62,0.6467726512,148116.97,9317.6,0.0775405847,27952.8,0,-9317.6,normal,False,,No driver activity this period.,0 transactions
ACC-0001,15,Enterprise,Technology,Annual,0.049,stable,404.413,0.086458,0.134187,0.016607,1,0,0,82778.65,91452.26,14,82778.65,400.304,0.126965,0.010683,1,0.049,0,0,0,increase,4.109,0.0102646988,0.007222,0.005924,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,8,False,0,0,0,0,0,0,256.51,0.0244886932,85016.1833333333,-4932.38,-0.0420887678,8084.54,-22881.68,4932.38,normal,False,,No driver activity this period.,0 transactions
ACC-0002,15,Enterprise,Healthcare,Annual,0.0064,stable,300.9469,0.131694,0.116622,0.023518,3,0,0,130990.84,130990.84,14,130990.84,301.1596,0.12634,0.015738,3,0.0064,0,0,0,increase,-0.2127,-0.00070627,-0.009718,0.00778,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,9,False,0,0,0,0,0,0,256.51,0.0244886932,122536.2866666667,8454.5533333333,0.0800414565,25363.66,0,-8454.5533333333,normal,False,,No driver activity this period.,0 transactions
ACC-0003,15,Mid-Market,Real Estate,Monthly,0.13,growth,66.6065,0.030342,0.103423,0.015084,2,0,0,15170.99,15170.99,14,12171.71,65.147,0.099876,0.017958,2,0.13,2999.28,0.2464140207,2999.28,increase,1.4595,0.0224031805,0.003547,-0.002874,0,0,0,INV-2026-03-001,2026-03-21T10:00:00,Expansion,2999.28,Plan_Upgrade,1,"[""INV-2026-03-001""]","[""2026-03-21T10:00:00""]","[""Expansion""]",[2999.28],"[""Plan_Upgrade""]",2999.28,0,2999.28,0,0,2999.28,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-03-001,2026-03-21T10:00:00,Expansion,2999.28,Plan_Upgrade,2999.28,0,Expansion,Plan_Upgrade,2999.28,1,,,0,0,Expansion,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.4789827601,2,True,2999.28,0.2863375604,10696.54,1.0211854739,2999.28,0.2863375604,9627.89,0.9191627771,11516.37,327.67,0.0292857973,983.01,0,2671.61,unusual_increase,False,,"Expansion +2,999.2800","1 transactions; largest INV-2026-03-001 +2,999.2800 (Plan_Upgrade)"
ACC-0004,15,SMB,Fintech,Annual,0.0319,stable,43.8955,0.08246,0.076176,0.018741,1,0,0,10177.82,10177.82,14,10177.82,39.5511,0.059978,0.01502,1,0.0319,0,0,0,increase,4.3444,0.1098427098,0.016198,0.003721,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,10,False,0,0,-221.91,-0.0211854739,0,0,256.51,0.0244886932,10177.82,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0005,15,SMB,Energy,Monthly,0.076,stable,23.4385,0.037571,0.154209,0.014402,2,-0.5,0,1583.37,1583.37,14,1583.37,24.9968,0.140924,0.019642,4,0.076,0,0,0,increase,-1.5583,-0.0623399795,0.013285,-0.00524,-2,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,positive,stable,True,True,False,False,False,False,0,11,False,0,0,-221.91,-0.0211854739,-597.55,-0.0570473611,9627.89,0.9191627771,1583.37,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0006,15,Mid-Market,Media,Annual,0.1946,stable,463.612,0.126689,0.156348,0.016803,2,0,0,186797.28,154792.92,14,186797.28,463.8979,0.142128,0.016249,2,0.1946,0,0,0,increase,-0.2859,-0.0006162994,0.01422,0.000554,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,12,False,0,0,10696.54,1.0211854739,0,0,256.51,0.0244886932,154868.5333333333,27463.7133333333,0.2250713084,47893.12,0,-27463.7133333333,normal,False,,No driver activity this period.,0 transactions
ACC-0007,15,Mid-Market,Technology,Multi-Year,0.0723,stable,165.2364,0.063234,0.1222,0.02076,1,0,0,20059.68,20059.68,14,20059.68,162.7708,0.130626,0.014074,1,0.0723,0,0,0,increase,2.4656,0.0151476801,-0.008426,0.006686,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,13,False,0,0,10696.54,1.0211854739,0,0,590.23,0.0563485297,20059.68,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0009,15,SMB,Energy,Monthly,0.0711,decline,64.3965,0.06162,0.115016,0.015063,2,1,0,8146.01,8146.01,14,9214.66,65.9963,0.108497,0.012189,1,0.0711,-1068.65,-0.1159728085,1068.65,decrease,-1.5998,-0.0242407529,0.006519,0.002874,1,1,0,CR-2026-03-001,2026-03-20T10:00:00,Contraction,-1068.65,Seat_Reduction,1,"[""CR-2026-03-001""]","[""2026-03-20T10:00:00""]","[""Contraction""]",[-1068.65],"[""Seat_Reduction""]",-1068.65,0,0,-1068.65,0,0,-1068.65,0,0,0,0,0,0,1,0,0,0,0,CR-2026-03-001,2026-03-20T10:00:00,Contraction,-1068.65,Seat_Reduction,0,-1068.65,Contraction,Seat_Reduction,-1068.65,1,,,0,0,Contraction,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.1997738616,5,True,-1068.65,-0.1020226967,-221.91,-0.0211854739,-597.55,-0.0570473611,9627.89,0.9191627771,9214.66,-296.3966666667,-0.0293350225,0,-889.19,-772.2533333333,unusual_decrease,False,,"Contraction -1,068.6500","1 transactions; largest CR-2026-03-001 -1,068.6500 (Seat_Reduction)"
ACC-0010,15,SMB,Healthcare,Annual,0.0342,stable,46.2802,0.143473,0.123843,0.015631,1,-0.5,0,4542.53,4542.53,14,4542.53,45.1263,0.126999,0.021535,2,0.0342,0,0,0,increase,1.1539,0.0255704545,-0.003156,-0.005904,-1,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,14,False,0,0,-221.91,-0.0211854739,0,0,256.51,0.0244886932,4542.53,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0013,15,Mid-Market,Media,Monthly,0.0279,stable,109.3151,0.102774,0.125086,0.024847,1,-0.5,0,13226.34,13226.34,14,13226.34,111.0238,0.113517,0.017662,2,0.0279,0,0,0,increase,-1.7087,-0.0153903938,0.011569,0.007185,-1,-0.5,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,15,False,0,0,10696.54,1.0211854739,0,0,9627.89,0.9191627771,13226.34,556.21,0.0481245852,1668.63,0,-556.21,normal,False,,No driver activity this period.,0 transactions
ACC-0014,15,SMB,Education,Multi-Year,0.0799,stable,85.5395,-0.031186,0.109715,0.015578,2,1,1,9493.87,9493.87,14,9493.87,83.9189,0.095039,0.02111,1,0.0799,0,0,0,increase,1.6206,0.0193115019,0.014676,-0.005532,1,1,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,negative,positive,stable,stable,negative,True,True,False,False,True,False,0,16,False,0,0,-221.91,-0.0211854739,9064.17,0.8653451244,590.23,0.0563485297,9493.87,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0015,15,SMB,Fintech,Multi-Year,0.0306,stable,32.7634,0.021569,0.13236,0.015382,2,0,0,2019.51,2019.51,14,2019.51,33.1076,0.13282,0.013291,2,0.0306,0,0,0,increase,-0.3442,-0.0103964045,-0.00046,0.002091,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,17,False,0,0,-221.91,-0.0211854739,0,0,590.23,0.0563485297,2019.51,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0016,15,SMB,Education,Annual,0.0936,stable,34.6435,0.117192,0.059345,0.012773,2,0,0,2193.72,2193.72,14,2193.72,32.0163,0.066611,0.019573,2,0.0936,0,0,0,increase,2.6272,0.0820582016,-0.007266,-0.0068,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,18,False,0,0,-221.91,-0.0211854739,9064.17,0.8653451244,256.51,0.0244886932,2193.72,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0017,15,Mid-Market,Healthcare,Annual,0.1074,stable,22.0548,0.039904,0.113372,0.014407,1,0,0,2099.64,2099.64,14,2099.64,22.8649,0.103643,0.013335,1,0.1074,0,0,0,increase,-0.8101,-0.035429851,0.009729,0.001072,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,19,False,0,0,10696.54,1.0211854739,0,0,256.51,0.0244886932,2020.9533333333,39.3433333333,0.0198542263,118.03,0,-39.3433333333,normal,False,,No driver activity this period.,0 transactions
ACC-0019,15,Mid-Market,Real Estate,Annual,0.1741,stable,81.4586,0.116197,0.107636,0.022778,2,0,0,9082.16,9082.16,14,9082.16,78.9548,0.112928,0.019956,2,0.1741,0,0,0,increase,2.5038,0.0317118149,-0.005292,0.002822,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,stable,True,False,False,False,False,False,0,20,False,0,0,10696.54,1.0211854739,2999.28,0.2863375604,256.51,0.0244886932,9261.7833333333,16.74,0.0032905927,639.31,-589.09,-16.74,normal,False,,No driver activity this period.,0 transactions
ACC-0020,15,SMB,Energy,Annual,0.1079,growth,34.9407,0.034251,0.084131,0.011951,2,0,0,1861.83,1718.7,14,1390.73,33.3012,0.081276,0.021642,2,0.1079,471.1,0.3387429623,471.1,increase,1.6395,0.0492324601,0.002855,-0.009691,0,0,0,INV-2026-03-002,2026-03-11T10:00:00,Expansion,471.1,Plan_Upgrade,1,"[""INV-2026-03-002""]","[""2026-03-11T10:00:00""]","[""Expansion""]",[471.1],"[""Plan_Upgrade""]",471.1,0,471.1,0,0,471.1,0,0,0,0,0,0,1,0,0,0,0,0,INV-2026-03-002,2026-03-11T10:00:00,Expansion,471.1,Plan_Upgrade,471.1,0,Expansion,Plan_Upgrade,471.1,1,,,0,0,Expansion,positive,stable,stable,stable,stable,True,False,False,False,False,False,0.3852435913,3,True,471.1,0.0449753356,-221.91,-0.0211854739,-597.55,-0.0570473611,256.51,0.0244886932,1422.5633333333,-31.8333333333,-0.0214188472,0,-95.5,502.9333333333,normal,False,,Expansion +471.1000,1 transactions; largest INV-2026-03-002 +471.1000 (Plan_Upgrade)
ACC-0021,15,SMB,Real Estate,Multi-Year,0.0846,stable,33.3019,0.004192,0.051787,0.078693,4,0.3333333333,0,2062.62,2062.62,14,2062.62,33.0876,0.048937,0.017288,3,0.0846,0,0,0,increase,0.2143,0.0064767466,0.00285,0.061405,1,0.3333333333,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,negative,stable,stable,False,False,True,False,False,False,0,21,False,0,0,-221.91,-0.0211854739,2999.28,0.2863375604,590.23,0.0563485297,2062.62,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0022,15,Mid-Market,Education,Multi-Year,0.13,stable,77.1604,0.048054,0.05,0.02,0,,0,8143.58,9113.51,,,,,,,0.13,0,0,0,increase,,,,,,,,INV-2026-03-003,2026-03-04T10:00:00,New_ARR,8143.58,New_Logo_Signed,1,"[""INV-2026-03-003""]","[""2026-03-04T10:00:00""]","[""New_ARR""]",[8143.58],"[""New_Logo_Signed""]",8143.58,0,8143.58,0,8143.58,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2026-03-003,2026-03-04T10:00:00,New_ARR,8143.58,New_Logo_Signed,8143.58,0,New_ARR,New_Logo_Signed,8143.58,1,,,0,0,New_ARR,positive,unknown,unknown,unknown,stable,True,False,False,False,False,False,0,22,False,0,0,10696.54,1.0211854739,9064.17,0.8653451244,590.23,0.0563485297,,,,,,,insufficient_history,False,,"New_ARR +8,143.5800","1 transactions; largest INV-2026-03-003 +8,143.5800 (New_Logo_Signed)"
ACC-0024,15,SMB,Healthcare,Multi-Year,0.1719,stable,26.336,-0.001144,0.165567,0.017537,2,-0.3333333333,0,523.13,630.61,14,523.13,22.7411,0.161218,0.012743,3,0.1719,0,0,0,increase,3.5949,0.1580794245,0.004349,0.004794,-1,-0.3333333333,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,23,False,0,0,-221.91,-0.0211854739,0,0,590.23,0.0563485297,523.13,-43.3866666667,-0.0664125682,0,-130.16,43.3866666667,normal,False,,No driver activity this period.,0 transactions
ACC-0026,15,SMB,Healthcare,Annual,0.0709,stable,26.3019,0.107573,0.066465,0.013748,1,inf,0,2200.44,2200.44,14,2200.44,26.9819,0.05,0.02,0,0.0709,0,0,0,increase,-0.68,-0.0252020799,0.016465,-0.006252,1,inf,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,24,False,0,0,-221.91,-0.0211854739,0,0,256.51,0.0244886932,,,,,,,insufficient_history,False,,No driver activity this period.,0 transactions
ACC-0027,15,Mid-Market,Healthcare,Monthly,0.1456,stable,68.583,-0.009855,0.116292,0.018272,1,0,0,9580.64,11953.45,14,9580.64,67.8706,0.11057,0.019296,1,0.1456,0,0,0,increase,0.7124,0.0104964447,0.005722,-0.001024,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,25,False,0,0,10696.54,1.0211854739,0,0,9627.89,0.9191627771,9580.64,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0033,15,Mid-Market,Real Estate,Monthly,0.1922,stable,34.7817,0.077188,0.11995,0.010735,1,0,1,5650.55,5650.55,14,5650.55,30.9156,0.120997,0.013115,1,0.1922,0,0,0,increase,3.8661,0.1250533711,-0.001047,-0.00238,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,stable,stable,stable,negative,True,False,False,False,True,False,0,26,False,0,0,10696.54,1.0211854739,2999.28,0.2863375604,9627.89,0.9191627771,5351.4766666667,405.86,0.110448301,1377.08,-1216.22,-405.86,normal,False,,No driver activity this period.,0 transactions
ACC-0034,15,Mid-Market,Manufacturing,Monthly,0.1883,stable,72.9809,-0.019565,0.051744,0.010229,1,0,0,9638.95,9638.95,14,9638.95,74.1573,0.057265,0.019583,1,0.1883,0,0,0,increase,-1.1764,-0.0158635765,-0.005521,-0.009354,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,stable,stable,stable,stable,stable,False,False,False,False,False,False,0,27,False,0,0,10696.54,1.0211854739,-991.27,-0.0946353236,9627.89,0.9191627771,8434.33,602.31,0.0769035319,1806.93,0,-602.31,normal,False,,No driver activity this period.,0 transactions
ACC-0035,15,SMB,Technology,Annual,0.0633,stable,8.8037,0.056639,0.057146,0.010174,2,0,0,1773.4,1773.4,14,1773.4,8.7844,0.040964,0.019937,2,0.0633,0,0,0,increase,0.0193,0.0021970766,0.016182,-0.009763,0,0,0,,,,0,,0,[],[],[],[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,0,0,,,0,0,,,0,0,No_Change,positive,positive,stable,stable,stable,True,True,False,False,False,False,0,28,False,0,0,-221.91,-0.0211854739,0,0,256.51,0.0244886932,1773.4,0,0,0,0,0,normal,False,,No driver activity this period.,0 transactions
ACC-0036,15,SMB,Education,Monthly,0.1291,stable,24.8424,0.121023,0.05,0.02,0,,0,2343.84,2343.84,,,,,,,0.1291,0,0,0,increase,,,,,,,,INV-2026-03-004,2026-03-18T10:00:00,New_ARR,2343.84,New_Logo_Signed,1,"[""INV-2026-03-004""]","[""2026-03-18T10:00:00""]","[""New_ARR""]",[2343.84],"[""New_Logo_Signed""]",2343.84,0,2343.84,0,2343.84,0,0,0,0,0,0,1,0,0,0,0,0,0,INV-2026-03-004,2026-03-18T10:00:00,New_ARR,2343.84,New_Logo_Signed,2343.84,0,New_ARR,New_Logo_Signed,2343.84,1,,,0,0,New_ARR,positive,unknown,unknown,unknown,stable,True,False,False,False,False,False,0,29,False,0,0,-221.91,-0.0211854739,9064.17,0.8653451244,9627.89,0.9191627771,,,,,,,insufficient_history,False,,"New_ARR +2,343.8400","1 transactions; largest INV-2026-03-004 +2,343.8400 (New_Logo_Signed)"
